Driver,Team,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,Position,Race
PER,Red Bull Racing,19.0,93.545,HARD,12.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,20.0,93.377,HARD,13.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,21.0,93.132,HARD,14.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,22.0,93.064,HARD,15.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,23.0,92.97,HARD,16.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,24.0,92.795,HARD,17.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,25.0,93.029,HARD,18.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,26.0,92.75,HARD,19.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,27.0,92.734,HARD,20.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,28.0,92.968,HARD,21.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,29.0,92.671,HARD,22.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,30.0,92.782,HARD,23.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,31.0,92.825,HARD,24.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,32.0,92.506,HARD,25.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,33.0,92.564,HARD,26.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,34.0,92.631,HARD,27.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,35.0,92.418,HARD,28.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,36.0,92.363,HARD,29.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,37.0,92.273,HARD,30.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,38.0,92.711,HARD,31.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,39.0,92.35,HARD,32.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,40.0,92.72,HARD,33.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,41.0,92.48,HARD,34.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,42.0,92.433,HARD,35.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,43.0,92.392,HARD,36.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,44.0,92.441,HARD,37.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,45.0,92.562,HARD,38.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,46.0,92.481,HARD,39.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,47.0,92.832,HARD,40.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,48.0,92.514,HARD,41.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,49.0,93.029,HARD,42.0,2.0,2.0,Saudi Arabia
PER,Red Bull Racing,50.0,92.831,HARD,43.0,2.0,2.0,Saudi Arabia
PIA,McLaren,1.0,98.705,MEDIUM,1.0,1.0,5.0,Saudi Arabia
PIA,McLaren,2.0,95.082,MEDIUM,2.0,1.0,4.0,Saudi Arabia
PIA,McLaren,3.0,94.379,MEDIUM,3.0,1.0,4.0,Saudi Arabia
PIA,McLaren,4.0,94.589,MEDIUM,4.0,1.0,4.0,Saudi Arabia
PIA,McLaren,5.0,94.557,MEDIUM,5.0,1.0,4.0,Saudi Arabia
PIA,McLaren,6.0,94.409,MEDIUM,6.0,1.0,4.0,Saudi Arabia
PIA,McLaren,10.0,96.768,HARD,4.0,2.0,6.0,Saudi Arabia
PIA,McLaren,11.0,94.448,HARD,5.0,2.0,6.0,Saudi Arabia
PIA,McLaren,12.0,93.946,HARD,6.0,2.0,6.0,Saudi Arabia
PIA,McLaren,13.0,94.34,HARD,7.0,2.0,6.0,Saudi Arabia
PIA,McLaren,14.0,94.431,HARD,8.0,2.0,6.0,Saudi Arabia
PIA,McLaren,15.0,94.309,HARD,9.0,2.0,6.0,Saudi Arabia
PIA,McLaren,16.0,94.379,HARD,10.0,2.0,6.0,Saudi Arabia
PIA,McLaren,17.0,95.057,HARD,11.0,2.0,6.0,Saudi Arabia
PIA,McLaren,18.0,94.075,HARD,12.0,2.0,6.0,Saudi Arabia
PIA,McLaren,19.0,94.631,HARD,13.0,2.0,6.0,Saudi Arabia
PIA,McLaren,20.0,94.324,HARD,14.0,2.0,6.0,Saudi Arabia
PIA,McLaren,21.0,93.793,HARD,15.0,2.0,6.0,Saudi Arabia
PIA,McLaren,22.0,94.76,HARD,16.0,2.0,6.0,Saudi Arabia
PIA,McLaren,23.0,93.715,HARD,17.0,2.0,6.0,Saudi Arabia
PIA,McLaren,24.0,94.097,HARD,18.0,2.0,6.0,Saudi Arabia
PIA,McLaren,25.0,93.694,HARD,19.0,2.0,6.0,Saudi Arabia
PIA,McLaren,26.0,93.312,HARD,20.0,2.0,6.0,Saudi Arabia
PIA,McLaren,27.0,93.998,HARD,21.0,2.0,6.0,Saudi Arabia
PIA,McLaren,28.0,93.527,HARD,22.0,2.0,6.0,Saudi Arabia
PIA,McLaren,29.0,93.821,HARD,23.0,2.0,6.0,Saudi Arabia
PIA,McLaren,30.0,93.376,HARD,24.0,2.0,6.0,Saudi Arabia
PIA,McLaren,31.0,93.352,HARD,25.0,2.0,6.0,Saudi Arabia
PIA,McLaren,32.0,93.261,HARD,26.0,2.0,6.0,Saudi Arabia
PIA,McLaren,33.0,93.29,HARD,27.0,2.0,6.0,Saudi Arabia
PIA,McLaren,34.0,93.405,HARD,28.0,2.0,6.0,Saudi Arabia
PIA,McLaren,35.0,94.118,HARD,29.0,2.0,6.0,Saudi Arabia
PIA,McLaren,36.0,93.029,HARD,30.0,2.0,5.0,Saudi Arabia
PIA,McLaren,37.0,92.934,HARD,31.0,2.0,5.0,Saudi Arabia
PIA,McLaren,38.0,93.087,HARD,32.0,2.0,4.0,Saudi Arabia
PIA,McLaren,39.0,92.675,HARD,33.0,2.0,4.0,Saudi Arabia
PIA,McLaren,40.0,92.603,HARD,34.0,2.0,4.0,Saudi Arabia
PIA,McLaren,41.0,92.545,HARD,35.0,2.0,4.0,Saudi Arabia
PIA,McLaren,42.0,92.453,HARD,36.0,2.0,4.0,Saudi Arabia
PIA,McLaren,43.0,92.521,HARD,37.0,2.0,4.0,Saudi Arabia
PIA,McLaren,44.0,92.539,HARD,38.0,2.0,4.0,Saudi Arabia
PIA,McLaren,45.0,92.31,HARD,39.0,2.0,4.0,Saudi Arabia
PIA,McLaren,46.0,92.557,HARD,40.0,2.0,4.0,Saudi Arabia
PIA,McLaren,47.0,92.574,HARD,41.0,2.0,4.0,Saudi Arabia
PIA,McLaren,48.0,92.657,HARD,42.0,2.0,4.0,Saudi Arabia
PIA,McLaren,49.0,92.588,HARD,43.0,2.0,4.0,Saudi Arabia
PIA,McLaren,50.0,92.769,HARD,44.0,2.0,4.0,Saudi Arabia
RIC,RB,1.0,104.329,MEDIUM,1.0,1.0,15.0,Saudi Arabia
RIC,RB,2.0,98.035,MEDIUM,2.0,1.0,15.0,Saudi Arabia
RIC,RB,3.0,96.766,MEDIUM,3.0,1.0,15.0,Saudi Arabia
RIC,RB,4.0,96.271,MEDIUM,4.0,1.0,15.0,Saudi Arabia
RIC,RB,5.0,95.699,MEDIUM,5.0,1.0,15.0,Saudi Arabia
RIC,RB,6.0,95.847,MEDIUM,6.0,1.0,14.0,Saudi Arabia
RIC,RB,10.0,99.99,HARD,3.0,2.0,18.0,Saudi Arabia
RIC,RB,11.0,96.819,HARD,4.0,2.0,18.0,Saudi Arabia
RIC,RB,12.0,96.095,HARD,5.0,2.0,18.0,Saudi Arabia
RIC,RB,13.0,96.337,HARD,6.0,2.0,18.0,Saudi Arabia
RIC,RB,14.0,95.606,HARD,7.0,2.0,18.0,Saudi Arabia
RIC,RB,15.0,95.466,HARD,8.0,2.0,18.0,Saudi Arabia
RIC,RB,16.0,95.805,HARD,9.0,2.0,18.0,Saudi Arabia
RIC,RB,17.0,96.267,HARD,10.0,2.0,18.0,Saudi Arabia
RIC,RB,18.0,96.093,HARD,11.0,2.0,18.0,Saudi Arabia
RIC,RB,19.0,95.853,HARD,12.0,2.0,18.0,Saudi Arabia
RIC,RB,20.0,96.073,HARD,13.0,2.0,18.0,Saudi Arabia
RIC,RB,21.0,96.779,HARD,14.0,2.0,18.0,Saudi Arabia
RIC,RB,22.0,96.433,HARD,15.0,2.0,18.0,Saudi Arabia
RIC,RB,23.0,95.855,HARD,16.0,2.0,18.0,Saudi Arabia
RIC,RB,24.0,94.935,HARD,17.0,2.0,17.0,Saudi Arabia
RIC,RB,25.0,94.739,HARD,18.0,2.0,17.0,Saudi Arabia
RIC,RB,26.0,94.973,HARD,19.0,2.0,17.0,Saudi Arabia
RIC,RB,27.0,95.648,HARD,20.0,2.0,17.0,Saudi Arabia
RIC,RB,28.0,95.285,HARD,21.0,2.0,17.0,Saudi Arabia
RIC,RB,29.0,95.649,HARD,22.0,2.0,17.0,Saudi Arabia
RIC,RB,30.0,95.608,HARD,23.0,2.0,17.0,Saudi Arabia
RIC,RB,31.0,95.433,HARD,24.0,2.0,17.0,Saudi Arabia
RIC,RB,32.0,95.804,HARD,25.0,2.0,17.0,Saudi Arabia
RIC,RB,33.0,95.753,HARD,26.0,2.0,17.0,Saudi Arabia
RIC,RB,34.0,95.25,HARD,27.0,2.0,17.0,Saudi Arabia
RIC,RB,35.0,94.658,HARD,28.0,2.0,17.0,Saudi Arabia
RIC,RB,36.0,94.92,HARD,29.0,2.0,17.0,Saudi Arabia
RIC,RB,37.0,94.125,HARD,30.0,2.0,17.0,Saudi Arabia
RIC,RB,38.0,93.821,HARD,31.0,2.0,17.0,Saudi Arabia
RIC,RB,39.0,93.974,HARD,32.0,2.0,17.0,Saudi Arabia
RIC,RB,40.0,93.494,HARD,33.0,2.0,17.0,Saudi Arabia
RIC,RB,41.0,94.574,HARD,34.0,2.0,17.0,Saudi Arabia
RIC,RB,42.0,95.812,HARD,35.0,2.0,16.0,Saudi Arabia
RIC,RB,43.0,93.705,HARD,36.0,2.0,16.0,Saudi Arabia
RIC,RB,44.0,93.436,HARD,37.0,2.0,16.0,Saudi Arabia
RIC,RB,45.0,93.75,HARD,38.0,2.0,16.0,Saudi Arabia
RIC,RB,46.0,93.4,HARD,39.0,2.0,16.0,Saudi Arabia
RIC,RB,47.0,93.323,HARD,40.0,2.0,16.0,Saudi Arabia
RIC,RB,48.0,103.781,HARD,41.0,2.0,16.0,Saudi Arabia
RIC,RB,49.0,95.536,HARD,42.0,2.0,16.0,Saudi Arabia
RUS,Mercedes,1.0,100.459,MEDIUM,1.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,2.0,95.146,MEDIUM,2.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,3.0,95.219,MEDIUM,3.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,4.0,95.033,MEDIUM,4.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,5.0,95.15,MEDIUM,5.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,6.0,95.06,MEDIUM,6.0,1.0,7.0,Saudi Arabia
RUS,Mercedes,10.0,97.943,HARD,3.0,2.0,9.0,Saudi Arabia
RUS,Mercedes,11.0,95.048,HARD,4.0,2.0,9.0,Saudi Arabia
RUS,Mercedes,12.0,94.488,HARD,5.0,2.0,9.0,Saudi Arabia
RUS,Mercedes,13.0,95.082,HARD,6.0,2.0,9.0,Saudi Arabia
RUS,Mercedes,14.0,94.379,HARD,7.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,15.0,94.803,HARD,8.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,16.0,94.638,HARD,9.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,17.0,94.907,HARD,10.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,18.0,94.559,HARD,11.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,19.0,94.395,HARD,12.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,20.0,94.457,HARD,13.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,21.0,94.144,HARD,14.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,22.0,94.264,HARD,15.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,23.0,94.099,HARD,16.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,24.0,94.256,HARD,17.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,25.0,94.077,HARD,18.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,26.0,93.737,HARD,19.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,27.0,93.571,HARD,20.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,28.0,93.775,HARD,21.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,29.0,93.643,HARD,22.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,30.0,93.631,HARD,23.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,31.0,93.565,HARD,24.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,32.0,93.39,HARD,25.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,33.0,93.32,HARD,26.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,34.0,93.309,HARD,27.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,35.0,93.081,HARD,28.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,36.0,93.125,HARD,29.0,2.0,8.0,Saudi Arabia
RUS,Mercedes,37.0,93.258,HARD,30.0,2.0,7.0,Saudi Arabia
RUS,Mercedes,38.0,93.018,HARD,31.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,39.0,92.607,HARD,32.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,40.0,92.487,HARD,33.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,41.0,92.458,HARD,34.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,42.0,92.254,HARD,35.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,43.0,92.499,HARD,36.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,44.0,92.571,HARD,37.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,45.0,92.573,HARD,38.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,46.0,92.64,HARD,39.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,47.0,92.494,HARD,40.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,48.0,92.88,HARD,41.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,49.0,92.68,HARD,42.0,2.0,6.0,Saudi Arabia
RUS,Mercedes,50.0,95.145,HARD,43.0,2.0,6.0,Saudi Arabia
SAR,Williams,2.0,98.418,MEDIUM,2.0,1.0,18.0,Saudi Arabia
SAR,Williams,3.0,96.871,MEDIUM,3.0,1.0,18.0,Saudi Arabia
SAR,Williams,4.0,96.544,MEDIUM,4.0,1.0,18.0,Saudi Arabia
SAR,Williams,5.0,96.204,MEDIUM,5.0,1.0,18.0,Saudi Arabia
SAR,Williams,6.0,96.203,MEDIUM,6.0,1.0,17.0,Saudi Arabia
SAR,Williams,10.0,100.141,HARD,3.0,2.0,17.0,Saudi Arabia
SAR,Williams,11.0,96.468,HARD,4.0,2.0,17.0,Saudi Arabia
SAR,Williams,12.0,95.642,HARD,5.0,2.0,17.0,Saudi Arabia
SAR,Williams,13.0,95.751,HARD,6.0,2.0,17.0,Saudi Arabia
SAR,Williams,14.0,95.207,HARD,7.0,2.0,17.0,Saudi Arabia
SAR,Williams,15.0,95.601,HARD,8.0,2.0,17.0,Saudi Arabia
SAR,Williams,16.0,96.062,HARD,9.0,2.0,16.0,Saudi Arabia
SAR,Williams,17.0,96.336,HARD,10.0,2.0,16.0,Saudi Arabia
SAR,Williams,18.0,96.039,HARD,11.0,2.0,16.0,Saudi Arabia
SAR,Williams,19.0,95.361,HARD,12.0,2.0,16.0,Saudi Arabia
SAR,Williams,20.0,95.251,HARD,13.0,2.0,16.0,Saudi Arabia
SAR,Williams,21.0,95.082,HARD,14.0,2.0,16.0,Saudi Arabia
SAR,Williams,22.0,95.601,HARD,15.0,2.0,16.0,Saudi Arabia
SAR,Williams,23.0,95.016,HARD,16.0,2.0,16.0,Saudi Arabia
SAR,Williams,24.0,95.133,HARD,17.0,2.0,16.0,Saudi Arabia
SAR,Williams,25.0,96.539,HARD,18.0,2.0,16.0,Saudi Arabia
SAR,Williams,26.0,96.497,HARD,19.0,2.0,16.0,Saudi Arabia
SAR,Williams,27.0,96.198,HARD,20.0,2.0,16.0,Saudi Arabia
SAR,Williams,28.0,95.886,HARD,21.0,2.0,16.0,Saudi Arabia
SAR,Williams,29.0,96.047,HARD,22.0,2.0,16.0,Saudi Arabia
SAR,Williams,30.0,95.75,HARD,23.0,2.0,16.0,Saudi Arabia
SAR,Williams,31.0,95.879,HARD,24.0,2.0,16.0,Saudi Arabia
SAR,Williams,32.0,95.897,HARD,25.0,2.0,16.0,Saudi Arabia
SAR,Williams,33.0,95.7,HARD,26.0,2.0,16.0,Saudi Arabia
SAR,Williams,34.0,94.843,HARD,27.0,2.0,16.0,Saudi Arabia
SAR,Williams,35.0,94.716,HARD,28.0,2.0,16.0,Saudi Arabia
SAR,Williams,36.0,94.576,HARD,29.0,2.0,16.0,Saudi Arabia
SAR,Williams,37.0,94.228,HARD,30.0,2.0,16.0,Saudi Arabia
SAR,Williams,38.0,93.763,HARD,31.0,2.0,16.0,Saudi Arabia
SAR,Williams,39.0,93.97,HARD,32.0,2.0,16.0,Saudi Arabia
SAR,Williams,40.0,93.547,HARD,33.0,2.0,16.0,Saudi Arabia
SAR,Williams,41.0,93.838,HARD,34.0,2.0,16.0,Saudi Arabia
SAR,Williams,42.0,93.648,HARD,35.0,2.0,15.0,Saudi Arabia
SAR,Williams,43.0,93.766,HARD,36.0,2.0,15.0,Saudi Arabia
SAR,Williams,44.0,95.215,HARD,37.0,2.0,15.0,Saudi Arabia
SAR,Williams,45.0,94.077,HARD,38.0,2.0,15.0,Saudi Arabia
SAR,Williams,46.0,94.141,HARD,39.0,2.0,15.0,Saudi Arabia
SAR,Williams,47.0,93.718,HARD,40.0,2.0,15.0,Saudi Arabia
SAR,Williams,48.0,93.383,HARD,41.0,2.0,15.0,Saudi Arabia
SAR,Williams,49.0,93.026,HARD,42.0,2.0,15.0,Saudi Arabia
STR,Aston Martin,1.0,102.429,MEDIUM,2.0,1.0,9.0,Saudi Arabia
STR,Aston Martin,2.0,96.094,MEDIUM,3.0,1.0,9.0,Saudi Arabia
STR,Aston Martin,3.0,95.79,MEDIUM,4.0,1.0,9.0,Saudi Arabia
STR,Aston Martin,4.0,95.735,MEDIUM,5.0,1.0,9.0,Saudi Arabia
STR,Aston Martin,5.0,95.56,MEDIUM,6.0,1.0,9.0,Saudi Arabia
TSU,RB,1.0,102.531,MEDIUM,1.0,1.0,10.0,Saudi Arabia
TSU,RB,2.0,96.873,MEDIUM,2.0,1.0,10.0,Saudi Arabia
TSU,RB,3.0,95.703,MEDIUM,3.0,1.0,10.0,Saudi Arabia
TSU,RB,4.0,95.378,MEDIUM,4.0,1.0,10.0,Saudi Arabia
TSU,RB,5.0,95.589,MEDIUM,5.0,1.0,10.0,Saudi Arabia
TSU,RB,6.0,96.275,MEDIUM,6.0,1.0,9.0,Saudi Arabia
TSU,RB,10.0,99.222,HARD,3.0,2.0,12.0,Saudi Arabia
TSU,RB,11.0,95.738,HARD,4.0,2.0,12.0,Saudi Arabia
TSU,RB,12.0,95.263,HARD,5.0,2.0,12.0,Saudi Arabia
TSU,RB,13.0,95.325,HARD,6.0,2.0,12.0,Saudi Arabia
TSU,RB,14.0,95.575,HARD,7.0,2.0,12.0,Saudi Arabia
TSU,RB,15.0,95.952,HARD,8.0,2.0,12.0,Saudi Arabia
TSU,RB,16.0,95.995,HARD,9.0,2.0,12.0,Saudi Arabia
TSU,RB,17.0,97.603,HARD,10.0,2.0,13.0,Saudi Arabia
TSU,RB,18.0,95.367,HARD,11.0,2.0,13.0,Saudi Arabia
TSU,RB,19.0,95.146,HARD,12.0,2.0,13.0,Saudi Arabia
TSU,RB,20.0,95.06,HARD,13.0,2.0,13.0,Saudi Arabia
TSU,RB,21.0,94.71,HARD,14.0,2.0,13.0,Saudi Arabia
TSU,RB,22.0,95.698,HARD,15.0,2.0,13.0,Saudi Arabia
TSU,RB,23.0,96.285,HARD,16.0,2.0,13.0,Saudi Arabia
TSU,RB,24.0,95.882,HARD,17.0,2.0,13.0,Saudi Arabia
TSU,RB,25.0,96.548,HARD,18.0,2.0,13.0,Saudi Arabia
TSU,RB,26.0,96.662,HARD,19.0,2.0,13.0,Saudi Arabia
TSU,RB,27.0,96.093,HARD,20.0,2.0,13.0,Saudi Arabia
TSU,RB,28.0,95.668,HARD,21.0,2.0,13.0,Saudi Arabia
TSU,RB,29.0,96.731,HARD,22.0,2.0,14.0,Saudi Arabia
TSU,RB,30.0,96.041,HARD,23.0,2.0,14.0,Saudi Arabia
TSU,RB,31.0,95.939,HARD,24.0,2.0,14.0,Saudi Arabia
TSU,RB,32.0,95.694,HARD,25.0,2.0,14.0,Saudi Arabia
TSU,RB,33.0,96.118,HARD,26.0,2.0,15.0,Saudi Arabia
TSU,RB,34.0,94.768,HARD,27.0,2.0,15.0,Saudi Arabia
TSU,RB,35.0,94.781,HARD,28.0,2.0,15.0,Saudi Arabia
TSU,RB,36.0,94.358,HARD,29.0,2.0,15.0,Saudi Arabia
TSU,RB,37.0,94.233,HARD,30.0,2.0,15.0,Saudi Arabia
TSU,RB,38.0,93.961,HARD,31.0,2.0,15.0,Saudi Arabia
TSU,RB,39.0,93.894,HARD,32.0,2.0,15.0,Saudi Arabia
TSU,RB,40.0,93.601,HARD,33.0,2.0,15.0,Saudi Arabia
TSU,RB,41.0,93.731,HARD,34.0,2.0,15.0,Saudi Arabia
TSU,RB,42.0,93.623,HARD,35.0,2.0,14.0,Saudi Arabia
TSU,RB,43.0,93.767,HARD,36.0,2.0,14.0,Saudi Arabia
TSU,RB,44.0,93.523,HARD,37.0,2.0,14.0,Saudi Arabia
TSU,RB,45.0,93.644,HARD,38.0,2.0,14.0,Saudi Arabia
TSU,RB,46.0,94.961,HARD,39.0,2.0,14.0,Saudi Arabia
TSU,RB,47.0,93.525,HARD,40.0,2.0,14.0,Saudi Arabia
TSU,RB,48.0,93.84,HARD,41.0,2.0,14.0,Saudi Arabia
TSU,RB,49.0,93.56,HARD,42.0,2.0,14.0,Saudi Arabia
VER,Red Bull Racing,1.0,95.505,MEDIUM,1.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,2.0,94.205,MEDIUM,2.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,3.0,94.043,MEDIUM,3.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,4.0,93.754,MEDIUM,4.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,5.0,93.955,MEDIUM,5.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,6.0,93.676,MEDIUM,6.0,1.0,1.0,Saudi Arabia
VER,Red Bull Racing,10.0,95.024,HARD,3.0,2.0,2.0,Saudi Arabia
VER,Red Bull Racing,11.0,93.61,HARD,4.0,2.0,2.0,Saudi Arabia
VER,Red Bull Racing,12.0,93.321,HARD,5.0,2.0,2.0,Saudi Arabia
VER,Red Bull Racing,13.0,93.144,HARD,6.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,14.0,93.194,HARD,7.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,15.0,93.512,HARD,8.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,16.0,93.192,HARD,9.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,17.0,93.059,HARD,10.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,18.0,93.139,HARD,11.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,19.0,93.135,HARD,12.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,20.0,93.066,HARD,13.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,21.0,92.933,HARD,14.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,22.0,92.98,HARD,15.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,23.0,92.792,HARD,16.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,24.0,92.683,HARD,17.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,25.0,92.785,HARD,18.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,26.0,92.561,HARD,19.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,27.0,92.722,HARD,20.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,28.0,92.674,HARD,21.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,29.0,92.752,HARD,22.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,30.0,92.601,HARD,23.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,31.0,92.454,HARD,24.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,32.0,92.545,HARD,25.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,33.0,92.309,HARD,26.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,34.0,92.558,HARD,27.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,35.0,92.536,HARD,28.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,36.0,92.413,HARD,29.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,37.0,92.412,HARD,30.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,38.0,92.296,HARD,31.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,39.0,91.995,HARD,32.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,40.0,92.555,HARD,33.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,41.0,92.491,HARD,34.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,42.0,93.013,HARD,35.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,43.0,93.123,HARD,36.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,44.0,92.377,HARD,37.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,45.0,93.01,HARD,38.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,46.0,92.889,HARD,39.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,47.0,92.784,HARD,40.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,48.0,92.563,HARD,41.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,49.0,92.163,HARD,42.0,2.0,1.0,Saudi Arabia
VER,Red Bull Racing,50.0,91.773,HARD,43.0,2.0,1.0,Saudi Arabia
ZHO,Kick Sauber,2.0,98.539,MEDIUM,2.0,1.0,19.0,Saudi Arabia
ZHO,Kick Sauber,3.0,97.232,MEDIUM,3.0,1.0,19.0,Saudi Arabia
ZHO,Kick Sauber,4.0,96.526,MEDIUM,4.0,1.0,19.0,Saudi Arabia
ZHO,Kick Sauber,5.0,96.238,MEDIUM,5.0,1.0,19.0,Saudi Arabia
ZHO,Kick Sauber,6.0,97.072,MEDIUM,6.0,1.0,18.0,Saudi Arabia
ZHO,Kick Sauber,10.0,98.417,MEDIUM,10.0,1.0,10.0,Saudi Arabia
ZHO,Kick Sauber,11.0,95.695,MEDIUM,11.0,1.0,10.0,Saudi Arabia
ZHO,Kick Sauber,12.0,94.998,MEDIUM,12.0,1.0,10.0,Saudi Arabia
ZHO,Kick Sauber,13.0,95.355,MEDIUM,13.0,1.0,10.0,Saudi Arabia
ZHO,Kick Sauber,14.0,96.658,MEDIUM,14.0,1.0,11.0,Saudi Arabia
ZHO,Kick Sauber,15.0,96.053,MEDIUM,15.0,1.0,11.0,Saudi Arabia
