Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds
0 days 01:59:59.885000,HAM,44,0 days 00:01:40.835000,34.0,3.0,,,0 days 00:00:26.615000,0 days 00:00:30.525000,0 days 00:00:43.695000,0 days 01:58:45.692000,0 days 01:59:16.217000,0 days 01:59:59.912000,276.0,270.0,259.0,332.0,True,HARD,13.0,True,Mercedes,0 days 01:58:19.050000,2024-04-21 08:06:37.723,1,10.0,False,,False,True,100.835
0 days 02:01:40.793000,HAM,44,0 days 00:01:40.908000,35.0,3.0,,,0 days 00:00:26.707000,0 days 00:00:30.558000,0 days 00:00:43.643000,0 days 02:00:26.619000,0 days 02:00:57.177000,0 days 02:01:40.820000,275.0,269.0,261.0,331.0,False,HARD,14.0,True,Mercedes,0 days 01:59:59.885000,2024-04-21 08:08:18.558,1,10.0,False,,False,True,100.908
0 days 02:03:22.082000,HAM,44,0 days 00:01:41.289000,36.0,3.0,,,0 days 00:00:26.845000,0 days 00:00:30.726000,0 days 00:00:43.718000,0 days 02:02:07.665000,0 days 02:02:38.391000,0 days 02:03:22.109000,270.0,268.0,263.0,330.0,False,HARD,15.0,True,Mercedes,0 days 02:01:40.793000,2024-04-21 08:09:59.466,1,10.0,False,,False,True,101.289
0 days 02:05:03.297000,HAM,44,0 days 00:01:41.215000,37.0,3.0,,,0 days 00:00:26.794000,0 days 00:00:30.790000,0 days 00:00:43.631000,0 days 02:03:48.903000,0 days 02:04:19.693000,0 days 02:05:03.324000,272.0,269.0,263.0,330.0,False,HARD,16.0,True,Mercedes,0 days 02:03:22.082000,2024-04-21 08:11:40.755,1,10.0,False,,False,True,101.215
0 days 02:06:44.271000,HAM,44,0 days 00:01:40.974000,38.0,3.0,,,0 days 00:00:26.745000,0 days 00:00:30.682000,0 days 00:00:43.547000,0 days 02:05:30.069000,0 days 02:06:00.751000,0 days 02:06:44.298000,271.0,269.0,263.0,330.0,False,HARD,17.0,True,Mercedes,0 days 02:05:03.297000,2024-04-21 08:13:21.970,1,10.0,False,,False,True,100.974
0 days 02:08:25.384000,HAM,44,0 days 00:01:41.113000,39.0,3.0,,,0 days 00:00:26.948000,0 days 00:00:30.643000,0 days 00:00:43.522000,0 days 02:07:11.246000,0 days 02:07:41.889000,0 days 02:08:25.411000,270.0,270.0,264.0,331.0,False,HARD,18.0,True,Mercedes,0 days 02:06:44.271000,2024-04-21 08:15:02.944,1,10.0,False,,False,True,101.113
0 days 02:10:06.884000,HAM,44,0 days 00:01:41.500000,40.0,3.0,,,0 days 00:00:26.915000,0 days 00:00:30.751000,0 days 00:00:43.834000,0 days 02:08:52.326000,0 days 02:09:23.077000,0 days 02:10:06.911000,272.0,270.0,260.0,334.0,False,HARD,19.0,True,Mercedes,0 days 02:08:25.384000,2024-04-21 08:16:44.057,1,10.0,False,,False,True,101.5
0 days 02:11:47.766000,HAM,44,0 days 00:01:40.882000,41.0,3.0,,,0 days 00:00:26.958000,0 days 00:00:30.425000,0 days 00:00:43.499000,0 days 02:10:33.869000,0 days 02:11:04.294000,0 days 02:11:47.793000,272.0,270.0,258.0,311.0,False,HARD,20.0,True,Mercedes,0 days 02:10:06.884000,2024-04-21 08:18:25.557,1,9.0,False,,False,True,100.882
0 days 02:13:28.834000,HAM,44,0 days 00:01:41.068000,42.0,3.0,,,0 days 00:00:27.094000,0 days 00:00:30.261000,0 days 00:00:43.713000,0 days 02:12:14.887000,0 days 02:12:45.148000,0 days 02:13:28.861000,272.0,269.0,258.0,311.0,False,HARD,21.0,True,Mercedes,0 days 02:11:47.766000,2024-04-21 08:20:06.439,1,9.0,False,,False,True,101.068
0 days 02:15:10.056000,HAM,44,0 days 00:01:41.222000,43.0,3.0,,,0 days 00:00:27.038000,0 days 00:00:30.454000,0 days 00:00:43.730000,0 days 02:13:55.899000,0 days 02:14:26.353000,0 days 02:15:10.083000,271.0,269.0,257.0,311.0,False,HARD,22.0,True,Mercedes,0 days 02:13:28.834000,2024-04-21 08:21:47.507,1,9.0,False,,False,True,101.222
0 days 02:16:50.971000,HAM,44,0 days 00:01:40.915000,44.0,3.0,,,0 days 00:00:26.942000,0 days 00:00:30.321000,0 days 00:00:43.652000,0 days 02:15:37.025000,0 days 02:16:07.346000,0 days 02:16:50.998000,270.0,270.0,258.0,310.0,False,HARD,23.0,True,Mercedes,0 days 02:15:10.056000,2024-04-21 08:23:28.729,1,8.0,False,,False,True,100.915
0 days 02:18:32.069000,HAM,44,0 days 00:01:41.098000,45.0,3.0,,,0 days 00:00:26.985000,0 days 00:00:30.492000,0 days 00:00:43.621000,0 days 02:17:17.983000,0 days 02:17:48.475000,0 days 02:18:32.096000,270.0,269.0,258.0,312.0,False,HARD,24.0,True,Mercedes,0 days 02:16:50.971000,2024-04-21 08:25:09.644,1,8.0,False,,False,True,101.098
0 days 02:20:13.410000,HAM,44,0 days 00:01:41.341000,46.0,3.0,,,0 days 00:00:27.014000,0 days 00:00:30.474000,0 days 00:00:43.853000,0 days 02:18:59.110000,0 days 02:19:29.584000,0 days 02:20:13.437000,270.0,269.0,257.0,312.0,False,HARD,25.0,True,Mercedes,0 days 02:18:32.069000,2024-04-21 08:26:50.742,1,8.0,False,,False,True,101.341
0 days 02:21:54.786000,HAM,44,0 days 00:01:41.376000,47.0,3.0,,,0 days 00:00:27.082000,0 days 00:00:30.487000,0 days 00:00:43.807000,0 days 02:20:40.519000,0 days 02:21:11.006000,0 days 02:21:54.813000,272.0,269.0,257.0,312.0,False,HARD,26.0,True,Mercedes,0 days 02:20:13.410000,2024-04-21 08:28:32.083,1,8.0,False,,False,True,101.376
0 days 02:23:36.101000,HAM,44,0 days 00:01:41.315000,48.0,3.0,,,0 days 00:00:26.972000,0 days 00:00:30.348000,0 days 00:00:43.995000,0 days 02:22:21.785000,0 days 02:22:52.133000,0 days 02:23:36.128000,272.0,270.0,259.0,310.0,False,HARD,27.0,True,Mercedes,0 days 02:21:54.786000,2024-04-21 08:30:13.459,1,8.0,False,,False,True,101.315
0 days 02:25:18.021000,HAM,44,0 days 00:01:41.920000,49.0,3.0,,,0 days 00:00:27.010000,0 days 00:00:31.133000,0 days 00:00:43.777000,0 days 02:24:03.138000,0 days 02:24:34.271000,0 days 02:25:18.048000,273.0,269.0,260.0,313.0,False,HARD,28.0,True,Mercedes,0 days 02:23:36.101000,2024-04-21 08:31:54.774,1,9.0,False,,False,True,101.92
0 days 02:26:59.327000,HAM,44,0 days 00:01:41.306000,50.0,3.0,,,0 days 00:00:27.041000,0 days 00:00:30.575000,0 days 00:00:43.690000,0 days 02:25:45.089000,0 days 02:26:15.664000,0 days 02:26:59.354000,275.0,269.0,259.0,313.0,False,HARD,29.0,True,Mercedes,0 days 02:25:18.021000,2024-04-21 08:33:36.694,1,9.0,False,,False,True,101.306
0 days 02:28:40.812000,HAM,44,0 days 00:01:41.485000,51.0,3.0,,,0 days 00:00:27.133000,0 days 00:00:30.628000,0 days 00:00:43.724000,0 days 02:27:26.487000,0 days 02:27:57.115000,0 days 02:28:40.839000,271.0,269.0,259.0,312.0,False,HARD,30.0,True,Mercedes,0 days 02:26:59.327000,2024-04-21 08:35:18.000,1,9.0,False,,False,True,101.485
0 days 02:30:22.273000,HAM,44,0 days 00:01:41.461000,52.0,3.0,,,0 days 00:00:27.058000,0 days 00:00:30.527000,0 days 00:00:43.876000,0 days 02:29:07.897000,0 days 02:29:38.424000,0 days 02:30:22.300000,275.0,270.0,257.0,312.0,False,HARD,31.0,True,Mercedes,0 days 02:28:40.812000,2024-04-21 08:36:59.485,1,9.0,False,,False,True,101.461
0 days 02:32:03.794000,HAM,44,0 days 00:01:41.521000,53.0,3.0,,,0 days 00:00:27.013000,0 days 00:00:30.603000,0 days 00:00:43.905000,0 days 02:30:49.313000,0 days 02:31:19.916000,0 days 02:32:03.821000,273.0,270.0,259.0,313.0,False,HARD,32.0,True,Mercedes,0 days 02:30:22.273000,2024-04-21 08:38:40.946,1,9.0,False,,False,True,101.521
0 days 02:33:45.287000,HAM,44,0 days 00:01:41.493000,54.0,3.0,,,0 days 00:00:27.053000,0 days 00:00:30.612000,0 days 00:00:43.828000,0 days 02:32:30.874000,0 days 02:33:01.486000,0 days 02:33:45.314000,274.0,270.0,257.0,315.0,False,HARD,33.0,True,Mercedes,0 days 02:32:03.794000,2024-04-21 08:40:22.467,1,9.0,False,,False,True,101.493
0 days 02:35:26.891000,HAM,44,0 days 00:01:41.604000,55.0,3.0,,,0 days 00:00:27.124000,0 days 00:00:30.622000,0 days 00:00:43.858000,0 days 02:34:12.438000,0 days 02:34:43.060000,0 days 02:35:26.918000,276.0,270.0,260.0,312.0,False,HARD,34.0,True,Mercedes,0 days 02:33:45.287000,2024-04-21 08:42:03.960,1,9.0,False,,False,True,101.604
0 days 02:37:08.975000,HAM,44,0 days 00:01:42.084000,56.0,3.0,,,0 days 00:00:27.114000,0 days 00:00:30.620000,0 days 00:00:44.350000,0 days 02:35:54.032000,0 days 02:36:24.652000,0 days 02:37:09.002000,272.0,270.0,255.0,311.0,False,HARD,35.0,True,Mercedes,0 days 02:35:26.891000,2024-04-21 08:43:45.564,1,9.0,False,,False,True,102.084
0 days 00:57:05.476000,HUL,27,0 days 00:01:47.041000,1.0,1.0,,,,0 days 00:00:31.163000,0 days 00:00:45.012000,,0 days 00:56:20.685000,0 days 00:57:05.476000,275.0,266.0,253.0,314.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,8.0,False,,False,False,107.041
0 days 00:58:49.163000,HUL,27,0 days 00:01:43.687000,2.0,1.0,,,0 days 00:00:27.830000,0 days 00:00:31.712000,0 days 00:00:44.145000,0 days 00:57:33.306000,0 days 00:58:05.018000,0 days 00:58:49.163000,277.0,269.0,260.0,338.0,False,MEDIUM,2.0,True,Haas F1 Team,0 days 00:57:05.476000,2024-04-21 07:05:24.149,1,10.0,True,TRACK LIMITS AT TURN 6 LAP 2 ,False,True,103.687
0 days 01:00:31.510000,HUL,27,0 days 00:01:42.347000,3.0,1.0,,,0 days 00:00:26.950000,0 days 00:00:31.368000,0 days 00:00:44.029000,0 days 00:59:16.113000,0 days 00:59:47.481000,0 days 01:00:31.510000,276.0,268.0,260.0,340.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:58:49.163000,2024-04-21 07:07:07.836,1,10.0,False,,False,True,102.347
0 days 01:02:14.334000,HUL,27,0 days 00:01:42.824000,4.0,1.0,,,0 days 00:00:27.144000,0 days 00:00:31.419000,0 days 00:00:44.261000,0 days 01:00:58.654000,0 days 01:01:30.073000,0 days 01:02:14.334000,275.0,267.0,258.0,319.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:00:31.510000,2024-04-21 07:08:50.183,1,10.0,False,,False,True,102.824
0 days 01:03:57.665000,HUL,27,0 days 00:01:43.331000,5.0,1.0,,,0 days 00:00:27.245000,0 days 00:00:31.627000,0 days 00:00:44.459000,0 days 01:02:41.579000,0 days 01:03:13.206000,0 days 01:03:57.665000,278.0,266.0,253.0,316.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:02:14.334000,2024-04-21 07:10:33.007,1,10.0,False,,False,True,103.331
0 days 01:05:41.049000,HUL,27,0 days 00:01:43.384000,6.0,1.0,,,0 days 00:00:27.468000,0 days 00:00:31.525000,0 days 00:00:44.391000,0 days 01:04:25.133000,0 days 01:04:56.658000,0 days 01:05:41.049000,276.0,267.0,253.0,318.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:03:57.665000,2024-04-21 07:12:16.338,1,10.0,False,,False,True,103.384
0 days 01:07:25.110000,HUL,27,0 days 00:01:44.061000,7.0,1.0,,,0 days 00:00:27.553000,0 days 00:00:31.328000,0 days 00:00:45.180000,0 days 01:06:08.602000,0 days 01:06:39.930000,0 days 01:07:25.110000,273.0,265.0,257.0,316.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:05:41.049000,2024-04-21 07:13:59.722,1,11.0,False,,False,True,104.061
0 days 01:12:55.542000,HUL,27,0 days 00:01:41.429000,10.0,2.0,,,0 days 00:00:26.855000,0 days 00:00:30.843000,0 days 00:00:43.731000,0 days 01:11:40.968000,0 days 01:12:11.811000,0 days 01:12:55.542000,273.0,263.0,254.0,311.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:11:14.113000,2024-04-21 07:19:32.786,1,14.0,False,,False,True,101.429
0 days 01:14:36.962000,HUL,27,0 days 00:01:41.420000,11.0,2.0,,,0 days 00:00:26.861000,0 days 00:00:30.684000,0 days 00:00:43.875000,0 days 01:13:22.403000,0 days 01:13:53.087000,0 days 01:14:36.962000,276.0,267.0,255.0,315.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:12:55.542000,2024-04-21 07:21:14.215,1,14.0,False,,False,True,101.42
0 days 01:16:18.783000,HUL,27,0 days 00:01:41.821000,12.0,2.0,,,0 days 00:00:26.987000,0 days 00:00:31.092000,0 days 00:00:43.742000,0 days 01:15:03.949000,0 days 01:15:35.041000,0 days 01:16:18.783000,277.0,266.0,255.0,316.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:14:36.962000,2024-04-21 07:22:55.635,1,13.0,False,,False,True,101.821
0 days 01:18:00.844000,HUL,27,0 days 00:01:42.061000,13.0,2.0,,,0 days 00:00:27.103000,0 days 00:00:31.037000,0 days 00:00:43.921000,0 days 01:16:45.886000,0 days 01:17:16.923000,0 days 01:18:00.844000,277.0,268.0,254.0,316.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:16:18.783000,2024-04-21 07:24:37.456,1,12.0,False,,False,True,102.061
0 days 01:19:42.967000,HUL,27,0 days 00:01:42.123000,14.0,2.0,,,0 days 00:00:27.017000,0 days 00:00:31.096000,0 days 00:00:44.010000,0 days 01:18:27.861000,0 days 01:18:58.957000,0 days 01:19:42.967000,275.0,266.0,254.0,315.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:18:00.844000,2024-04-21 07:26:19.517,1,12.0,False,,False,True,102.123
0 days 01:21:25.375000,HUL,27,0 days 00:01:42.408000,15.0,2.0,,,0 days 00:00:27.139000,0 days 00:00:31.177000,0 days 00:00:44.092000,0 days 01:20:10.106000,0 days 01:20:41.283000,0 days 01:21:25.375000,275.0,267.0,255.0,316.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:19:42.967000,2024-04-21 07:28:01.640,1,11.0,False,,False,True,102.408
0 days 01:23:07.875000,HUL,27,0 days 00:01:42.500000,16.0,2.0,,,0 days 00:00:27.221000,0 days 00:00:31.060000,0 days 00:00:44.219000,0 days 01:21:52.596000,0 days 01:22:23.656000,0 days 01:23:07.875000,277.0,267.0,259.0,316.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:21:25.375000,2024-04-21 07:29:44.048,1,11.0,False,,False,True,102.5
0 days 01:24:49.830000,HUL,27,0 days 00:01:41.955000,17.0,2.0,,,0 days 00:00:26.986000,0 days 00:00:30.880000,0 days 00:00:44.089000,0 days 01:23:34.861000,0 days 01:24:05.741000,0 days 01:24:49.830000,276.0,267.0,255.0,314.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:23:07.875000,2024-04-21 07:31:26.548,1,10.0,False,,False,True,101.955
0 days 01:26:32.849000,HUL,27,0 days 00:01:43.019000,18.0,2.0,,,0 days 00:00:27.155000,0 days 00:00:31.138000,0 days 00:00:44.726000,0 days 01:25:16.985000,0 days 01:25:48.123000,0 days 01:26:32.849000,275.0,267.0,260.0,314.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:24:49.830000,2024-04-21 07:33:08.503,1,10.0,False,,False,True,103.019
0 days 01:28:15.314000,HUL,27,0 days 00:01:42.465000,19.0,2.0,,,0 days 00:00:27.069000,0 days 00:00:31.157000,0 days 00:00:44.239000,0 days 01:26:59.918000,0 days 01:27:31.075000,0 days 01:28:15.314000,276.0,267.0,256.0,312.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:26:32.849000,2024-04-21 07:34:51.522,1,10.0,False,,False,True,102.465
0 days 01:29:57.501000,HUL,27,0 days 00:01:42.187000,20.0,2.0,,,0 days 00:00:27.230000,0 days 00:00:30.890000,0 days 00:00:44.067000,0 days 01:28:42.544000,0 days 01:29:13.434000,0 days 01:29:57.501000,276.0,267.0,256.0,312.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:28:15.314000,2024-04-21 07:36:33.987,12,10.0,False,,False,True,102.187
0 days 01:56:37.475000,HUL,27,0 days 00:01:40.815000,32.0,3.0,,,0 days 00:00:26.767000,0 days 00:00:30.449000,0 days 00:00:43.599000,0 days 01:55:23.427000,0 days 01:55:53.876000,0 days 01:56:37.475000,280.0,267.0,257.0,315.0,True,HARD,9.0,True,Haas F1 Team,0 days 01:54:56.660000,2024-04-21 08:03:15.333,1,9.0,False,,False,True,100.815
0 days 01:58:18.354000,HUL,27,0 days 00:01:40.879000,33.0,3.0,,,0 days 00:00:26.718000,0 days 00:00:30.635000,0 days 00:00:43.526000,0 days 01:57:04.193000,0 days 01:57:34.828000,0 days 01:58:18.354000,278.0,270.0,257.0,315.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:56:37.475000,2024-04-21 08:04:56.148,1,9.0,False,,False,True,100.879
0 days 01:59:59.218000,HUL,27,0 days 00:01:40.864000,34.0,3.0,,,0 days 00:00:26.750000,0 days 00:00:30.542000,0 days 00:00:43.572000,0 days 01:58:45.104000,0 days 01:59:15.646000,0 days 01:59:59.218000,279.0,270.0,257.0,316.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:58:18.354000,2024-04-21 08:06:37.027,1,9.0,False,,False,True,100.864
0 days 02:01:40.253000,HUL,27,0 days 00:01:41.035000,35.0,3.0,,,0 days 00:00:26.861000,0 days 00:00:30.484000,0 days 00:00:43.690000,0 days 02:00:26.079000,0 days 02:00:56.563000,0 days 02:01:40.253000,279.0,270.0,257.0,314.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:59:59.218000,2024-04-21 08:08:17.891,1,9.0,False,,False,True,101.035
0 days 02:03:21.476000,HUL,27,0 days 00:01:41.223000,36.0,3.0,,,0 days 00:00:26.823000,0 days 00:00:30.530000,0 days 00:00:43.870000,0 days 02:02:07.076000,0 days 02:02:37.606000,0 days 02:03:21.476000,278.0,268.0,256.0,315.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:01:40.253000,2024-04-21 08:09:58.926,1,9.0,False,,False,True,101.223
0 days 02:05:02.603000,HUL,27,0 days 00:01:41.127000,37.0,3.0,,,0 days 00:00:26.802000,0 days 00:00:30.615000,0 days 00:00:43.710000,0 days 02:03:48.278000,0 days 02:04:18.893000,0 days 02:05:02.603000,279.0,269.0,258.0,316.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:03:21.476000,2024-04-21 08:11:40.149,1,9.0,False,,False,True,101.127
0 days 02:06:43.601000,HUL,27,0 days 00:01:40.998000,38.0,3.0,,,0 days 00:00:26.742000,0 days 00:00:30.516000,0 days 00:00:43.740000,0 days 02:05:29.345000,0 days 02:05:59.861000,0 days 02:06:43.601000,279.0,268.0,258.0,315.0,False,HARD,15.0,True,Haas F1 Team,0 days 02:05:02.603000,2024-04-21 08:13:21.276,1,9.0,False,,False,True,100.998
0 days 02:08:24.869000,HUL,27,0 days 00:01:41.268000,39.0,3.0,,,0 days 00:00:26.909000,0 days 00:00:30.656000,0 days 00:00:43.703000,0 days 02:07:10.510000,0 days 02:07:41.166000,0 days 02:08:24.869000,278.0,269.0,257.0,317.0,False,HARD,16.0,True,Haas F1 Team,0 days 02:06:43.601000,2024-04-21 08:15:02.274,1,9.0,False,,False,True,101.268
0 days 02:10:06.462000,HUL,27,0 days 00:01:41.593000,40.0,3.0,,,0 days 00:00:26.960000,0 days 00:00:30.722000,0 days 00:00:43.911000,0 days 02:08:51.829000,0 days 02:09:22.551000,0 days 02:10:06.462000,278.0,268.0,257.0,316.0,False,HARD,17.0,True,Haas F1 Team,0 days 02:08:24.869000,2024-04-21 08:16:43.542,1,9.0,False,,False,True,101.593
0 days 02:11:48.636000,HUL,27,0 days 00:01:42.174000,41.0,3.0,,,0 days 00:00:26.931000,0 days 00:00:31.363000,0 days 00:00:43.880000,0 days 02:10:33.393000,0 days 02:11:04.756000,0 days 02:11:48.636000,275.0,267.0,263.0,333.0,False,HARD,18.0,True,Haas F1 Team,0 days 02:10:06.462000,2024-04-21 08:18:25.135,1,10.0,False,,False,True,102.174
0 days 02:13:30.308000,HUL,27,0 days 00:01:41.672000,42.0,3.0,,,0 days 00:00:27.018000,0 days 00:00:30.896000,0 days 00:00:43.758000,0 days 02:12:15.654000,0 days 02:12:46.550000,0 days 02:13:30.308000,280.0,269.0,259.0,315.0,False,HARD,19.0,True,Haas F1 Team,0 days 02:11:48.636000,2024-04-21 08:20:07.309,1,10.0,False,,False,True,101.672
0 days 02:15:11.681000,HUL,27,0 days 00:01:41.373000,43.0,3.0,,,0 days 00:00:26.997000,0 days 00:00:30.578000,0 days 00:00:43.798000,0 days 02:13:57.305000,0 days 02:14:27.883000,0 days 02:15:11.681000,278.0,270.0,258.0,314.0,False,HARD,20.0,True,Haas F1 Team,0 days 02:13:30.308000,2024-04-21 08:21:48.981,1,10.0,False,,False,True,101.373
0 days 02:16:53.027000,HUL,27,0 days 00:01:41.346000,44.0,3.0,,,0 days 00:00:26.967000,0 days 00:00:30.597000,0 days 00:00:43.782000,0 days 02:15:38.648000,0 days 02:16:09.245000,0 days 02:16:53.027000,277.0,269.0,257.0,313.0,False,HARD,21.0,True,Haas F1 Team,0 days 02:15:11.681000,2024-04-21 08:23:30.354,1,9.0,False,,False,True,101.346
0 days 02:18:34.261000,HUL,27,0 days 00:01:41.234000,45.0,3.0,,,0 days 00:00:26.897000,0 days 00:00:30.609000,0 days 00:00:43.728000,0 days 02:17:19.924000,0 days 02:17:50.533000,0 days 02:18:34.261000,278.0,269.0,258.0,312.0,False,HARD,22.0,True,Haas F1 Team,0 days 02:16:53.027000,2024-04-21 08:25:11.700,1,9.0,False,,False,True,101.234
0 days 02:20:15.779000,HUL,27,0 days 00:01:41.518000,46.0,3.0,,,0 days 00:00:27.055000,0 days 00:00:30.620000,0 days 00:00:43.843000,0 days 02:19:01.316000,0 days 02:19:31.936000,0 days 02:20:15.779000,278.0,269.0,257.0,314.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:18:34.261000,2024-04-21 08:26:52.934,1,9.0,False,,False,True,101.518
0 days 02:21:57.777000,HUL,27,0 days 00:01:41.998000,47.0,3.0,,,0 days 00:00:27.031000,0 days 00:00:30.633000,0 days 00:00:44.334000,0 days 02:20:42.810000,0 days 02:21:13.443000,0 days 02:21:57.777000,279.0,270.0,263.0,313.0,False,HARD,24.0,True,Haas F1 Team,0 days 02:20:15.779000,2024-04-21 08:28:34.452,1,10.0,False,,False,True,101.998
0 days 02:23:38.973000,HUL,27,0 days 00:01:41.196000,48.0,3.0,,,0 days 00:00:26.807000,0 days 00:00:30.630000,0 days 00:00:43.759000,0 days 02:22:24.584000,0 days 02:22:55.214000,0 days 02:23:38.973000,280.0,269.0,258.0,315.0,False,HARD,25.0,True,Haas F1 Team,0 days 02:21:57.777000,2024-04-21 08:30:16.450,1,10.0,False,,False,True,101.196
0 days 02:25:20.214000,HUL,27,0 days 00:01:41.241000,49.0,3.0,,,0 days 00:00:27.042000,0 days 00:00:30.539000,0 days 00:00:43.660000,0 days 02:24:06.015000,0 days 02:24:36.554000,0 days 02:25:20.214000,278.0,269.0,258.0,314.0,False,HARD,26.0,True,Haas F1 Team,0 days 02:23:38.973000,2024-04-21 08:31:57.646,1,10.0,False,,False,True,101.241
0 days 02:27:01.545000,HUL,27,0 days 00:01:41.331000,50.0,3.0,,,0 days 00:00:27.022000,0 days 00:00:30.596000,0 days 00:00:43.713000,0 days 02:25:47.236000,0 days 02:26:17.832000,0 days 02:27:01.545000,279.0,269.0,258.0,314.0,False,HARD,27.0,True,Haas F1 Team,0 days 02:25:20.214000,2024-04-21 08:33:38.887,1,10.0,False,,False,True,101.331
0 days 02:28:43.094000,HUL,27,0 days 00:01:41.549000,51.0,3.0,,,0 days 00:00:27.039000,0 days 00:00:30.687000,0 days 00:00:43.823000,0 days 02:27:28.584000,0 days 02:27:59.271000,0 days 02:28:43.094000,279.0,270.0,258.0,313.0,False,HARD,28.0,True,Haas F1 Team,0 days 02:27:01.545000,2024-04-21 08:35:20.218,1,10.0,False,,False,True,101.549
0 days 02:30:24.719000,HUL,27,0 days 00:01:41.625000,52.0,3.0,,,0 days 00:00:27.015000,0 days 00:00:30.763000,0 days 00:00:43.847000,0 days 02:29:10.109000,0 days 02:29:40.872000,0 days 02:30:24.719000,280.0,270.0,258.0,313.0,False,HARD,29.0,True,Haas F1 Team,0 days 02:28:43.094000,2024-04-21 08:37:01.767,1,10.0,False,,False,True,101.625
0 days 02:32:06.262000,HUL,27,0 days 00:01:41.543000,53.0,3.0,,,0 days 00:00:27.085000,0 days 00:00:30.678000,0 days 00:00:43.780000,0 days 02:30:51.804000,0 days 02:31:22.482000,0 days 02:32:06.262000,279.0,271.0,258.0,315.0,False,HARD,30.0,True,Haas F1 Team,0 days 02:30:24.719000,2024-04-21 08:38:43.392,1,10.0,False,,False,True,101.543
0 days 02:33:47.908000,HUL,27,0 days 00:01:41.646000,54.0,3.0,,,0 days 00:00:27.140000,0 days 00:00:30.712000,0 days 00:00:43.794000,0 days 02:32:33.402000,0 days 02:33:04.114000,0 days 02:33:47.908000,278.0,272.0,258.0,317.0,False,HARD,31.0,True,Haas F1 Team,0 days 02:32:06.262000,2024-04-21 08:40:24.935,1,10.0,False,,False,True,101.646
0 days 02:35:29.613000,HUL,27,0 days 00:01:41.705000,55.0,3.0,,,0 days 00:00:27.092000,0 days 00:00:30.715000,0 days 00:00:43.898000,0 days 02:34:15,0 days 02:34:45.715000,0 days 02:35:29.613000,279.0,272.0,258.0,314.0,False,HARD,32.0,True,Haas F1 Team,0 days 02:33:47.908000,2024-04-21 08:42:06.581,1,10.0,False,,False,True,101.705
0 days 02:37:11.517000,HUL,27,0 days 00:01:41.904000,56.0,3.0,,,0 days 00:00:27.164000,0 days 00:00:30.807000,0 days 00:00:43.933000,0 days 02:35:56.777000,0 days 02:36:27.584000,0 days 02:37:11.517000,279.0,270.0,257.0,313.0,False,HARD,33.0,True,Haas F1 Team,0 days 02:35:29.613000,2024-04-21 08:43:48.286,1,10.0,False,,False,True,101.904
0 days 00:57:04.923000,LEC,16,0 days 00:01:46.488000,1.0,1.0,,,,0 days 00:00:31.934000,0 days 00:00:44.143000,,0 days 00:56:20.867000,0 days 00:57:05.092000,282.0,267.0,254.0,308.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,7.0,False,,False,False,106.488
0 days 00:58:46.735000,LEC,16,0 days 00:01:41.812000,2.0,1.0,,,0 days 00:00:27.305000,0 days 00:00:30.812000,0 days 00:00:43.695000,0 days 00:57:32.250000,0 days 00:58:03.062000,0 days 00:58:46.757000,271.0,265.0,260.0,330.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:57:04.923000,2024-04-21 07:05:23.596,1,7.0,False,,False,True,101.812
